,ID,Start time,Completion time,Email,Name,Language,AlreadyUse,HasInterest,PossibleFunctions,Other,KnowYourName,Subtitles,Formal/informal,M/F/NB,Age,Gender
256,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
257,35,2022-02-11 08:14:38,2022-02-11 08:17:18,anonymous,,Dansk,Nej,Nej,Matematiske beregninger,,Nej,Ja,Formelt sprog,Ikke-binær,25-34,Kvinde
258,35,2022-02-11 08:14:38,2022-02-11 08:17:18,anonymous,,Dansk,Nej,Nej,,,Nej,Ja,Formelt sprog,Ikke-binær,25-34,Kvinde
259,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
260,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,Informationssøgning på Wikipedia,,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
261,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,Sende emails,,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
262,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
263,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,Påmindelser (du vælger hvornår),,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
264,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,Åbner programmer på din desktop,,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
265,36,2022-02-11 08:15:17,2022-02-11 08:17:36,anonymous,,Dansk,Ja,Ja,,,Ja,Nej,Formelt sprog,Kvinde,55-64,Kvinde
266,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Wikipedia,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
267,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
268,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,To-do liste,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
269,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,Påmindelser (du vælger hvornår),,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
270,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
271,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,Matematiske beregninger,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
272,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,Vækkeur (præcis klokkeslæt),,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
273,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
274,37,2022-02-11 08:20:53,2022-02-11 08:26:25,anonymous,,English (United States)‎,Ja,Ja,,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Mand
275,38,2022-02-11 08:29:49,2022-02-11 08:31:44,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
276,38,2022-02-11 08:29:49,2022-02-11 08:31:44,anonymous,,Dansk,Ja,Ja,To-do liste,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
277,38,2022-02-11 08:29:49,2022-02-11 08:31:44,anonymous,,Dansk,Ja,Ja,Timer (om X minutter),,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
278,38,2022-02-11 08:29:49,2022-02-11 08:31:44,anonymous,,Dansk,Ja,Ja,Dagens nyheder,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
279,38,2022-02-11 08:29:49,2022-02-11 08:31:44,anonymous,,Dansk,Ja,Ja,,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
280,39,2022-02-11 08:53:33,2022-02-11 08:54:41,anonymous,,English (United States)‎,Nej,Ja,Påmindelser (du vælger hvornår),,Nej,Ja,Formelt sprog,Ikke-binær,25-34,Mand
281,39,2022-02-11 08:53:33,2022-02-11 08:54:41,anonymous,,English (United States)‎,Nej,Ja,Vækkeur (præcis klokkeslæt),,Nej,Ja,Formelt sprog,Ikke-binær,25-34,Mand
282,39,2022-02-11 08:53:33,2022-02-11 08:54:41,anonymous,,English (United States)‎,Nej,Ja,"""Fortæl mig en vittighed""",,Nej,Ja,Formelt sprog,Ikke-binær,25-34,Mand
283,39,2022-02-11 08:53:33,2022-02-11 08:54:41,anonymous,,English (United States)‎,Nej,Ja,,,Nej,Ja,Formelt sprog,Ikke-binær,25-34,Mand
284,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Åbner programmer på din desktop,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
285,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Vækkeur (præcis klokkeslæt),,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
286,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Timer (om X minutter),,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
287,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Påmindelser (du vælger hvornår),,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
288,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,To-do liste,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
289,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
290,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Sende emails,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
291,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
292,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
293,40,2022-02-11 09:16:41,2022-02-11 09:18:47,anonymous,,Dansk,Nej,Ja,,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
294,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
295,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,Sende emails,,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
296,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,To-do liste,,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
297,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,Timer (om X minutter),,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
298,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,Åbner programmer på din desktop,,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
299,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,Matematiske beregninger,,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
300,41,2022-02-11 09:16:50,2022-02-11 09:19:04,anonymous,,Dansk,Nej,Ja,,,Ja,Ja,Familiært sprog,Ikke-binær,18-24,Kvinde
301,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Informationssøgning på Wikipedia,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
302,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Informationssøgning på Google,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
303,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
304,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
305,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,To-do liste,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
306,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Påmindelser (du vælger hvornår),,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
307,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Åbner programmer på din desktop,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
308,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Matematiske beregninger,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
309,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
310,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Timer (om X minutter),,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
311,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,Vækkeur (præcis klokkeslæt),,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
312,42,2022-02-11 09:22:55,2022-02-11 09:26:38,anonymous,,English (United States)‎,Nej,Ja,,,Nej,Ja,Familiært sprog,Ikke-binær,25-34,Mand
313,43,2022-02-11 09:34:03,2022-02-11 09:36:41,anonymous,,Dansk,Nej,Ja,To-do liste,,Nej,Ja,Familiært sprog,Mand,45-54,Kvinde
314,43,2022-02-11 09:34:03,2022-02-11 09:36:41,anonymous,,Dansk,Nej,Ja,Påmindelser (du vælger hvornår),,Nej,Ja,Familiært sprog,Mand,45-54,Kvinde
315,43,2022-02-11 09:34:03,2022-02-11 09:36:41,anonymous,,Dansk,Nej,Ja,Timer (om X minutter),,Nej,Ja,Familiært sprog,Mand,45-54,Kvinde
316,43,2022-02-11 09:34:03,2022-02-11 09:36:41,anonymous,,Dansk,Nej,Ja,,,Nej,Ja,Familiært sprog,Mand,45-54,Kvinde
317,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Google,,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
318,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Wikipedia,,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
319,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
320,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Oplæse indkomne emails,,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
321,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,To-do liste,,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
322,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Påmindelser (du vælger hvornår),,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
323,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Vækkeur (præcis klokkeslæt),,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
324,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Timer (om X minutter),,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
325,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,"""Fortæl mig en vittighed""",,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
326,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,Matematiske beregninger,,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
327,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
328,44,2022-02-11 09:52:24,2022-02-11 09:53:50,anonymous,,English (United States)‎,Ja,Ja,,,Ja,Nej,Familiært sprog,Kvinde,18-24,Mand
329,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
330,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,Sende emails,,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
331,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
332,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,To-do liste,,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
333,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,Påmindelser (du vælger hvornår),,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
334,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,Timer (om X minutter),,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
335,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,Åbner programmer på din desktop,,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
336,45,2022-02-11 10:02:25,2022-02-11 10:07:15,anonymous,,Dansk,Nej,Ja,,,Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
337,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Google,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
338,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Wikipedia,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
339,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
340,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Påmindelser (du vælger hvornår),,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
341,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,To-do liste,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
342,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Vækkeur (præcis klokkeslæt),,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
343,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Timer (om X minutter),,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
344,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Åbner programmer på din desktop,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
345,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Matematiske beregninger,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
346,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
347,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Sende emails,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
348,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Oplæse indkomne emails,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
349,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
350,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,"""Fortæl mig en vittighed""",,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
351,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,Dagens nyheder,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
352,46,2022-02-11 10:17:32,2022-02-11 10:28:32,anonymous,,English (United States)‎,Ja,Ja,,,Ja,Nej,Formelt sprog,Kvinde,35-44,Mand
353,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
354,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
355,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Sende emails,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
356,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Oplæse indkomne emails,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
357,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
358,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,To-do liste,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
359,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Påmindelser (du vælger hvornår),,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
360,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Vækkeur (præcis klokkeslæt),,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
361,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Timer (om X minutter),,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
362,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Dagens nyheder,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
363,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Åbner programmer på din desktop,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
364,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,Matematiske beregninger,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
365,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
366,47,2022-02-11 10:50:54,2022-02-11 10:52:52,anonymous,,Dansk,Ja,Ja,,,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
367,48,2022-02-11 11:15:35,2022-02-11 11:17:38,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Nej,Nej,Formelt sprog,Kvinde,45-54,Kvinde
368,48,2022-02-11 11:15:35,2022-02-11 11:17:38,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Nej,Formelt sprog,Kvinde,45-54,Kvinde
369,48,2022-02-11 11:15:35,2022-02-11 11:17:38,anonymous,,Dansk,Nej,Ja,Oplæse indkomne emails,,Nej,Nej,Formelt sprog,Kvinde,45-54,Kvinde
370,48,2022-02-11 11:15:35,2022-02-11 11:17:38,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Nej,Formelt sprog,Kvinde,45-54,Kvinde
371,48,2022-02-11 11:15:35,2022-02-11 11:17:38,anonymous,,Dansk,Nej,Ja,Matematiske beregninger,,Nej,Nej,Formelt sprog,Kvinde,45-54,Kvinde
372,48,2022-02-11 11:15:35,2022-02-11 11:17:38,anonymous,,Dansk,Nej,Ja,,,Nej,Nej,Formelt sprog,Kvinde,45-54,Kvinde
373,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Google,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
374,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Wikipedia,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
375,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Ja,Familiært sprog,Mand,18-24,Mand
376,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Sende emails,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
377,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Oplæse indkomne emails,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
378,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
379,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,To-do liste,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
380,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Påmindelser (du vælger hvornår),,Ja,Ja,Familiært sprog,Mand,18-24,Mand
381,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Vækkeur (præcis klokkeslæt),,Ja,Ja,Familiært sprog,Mand,18-24,Mand
382,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Timer (om X minutter),,Ja,Ja,Familiært sprog,Mand,18-24,Mand
383,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,"""Fortæl mig en vittighed""",,Ja,Ja,Familiært sprog,Mand,18-24,Mand
384,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Dagens nyheder,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
385,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Åbner programmer på din desktop,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
386,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,Matematiske beregninger,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
387,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Ja,Ja,Familiært sprog,Mand,18-24,Mand
388,49,2022-02-11 11:24:55,2022-02-11 11:26:05,anonymous,,English (United States)‎,Ja,Ja,,,Ja,Ja,Familiært sprog,Mand,18-24,Mand
389,50,2022-02-11 11:39:11,2022-02-11 11:42:32,anonymous,,Dansk,Nej,Nej,Timer (om X minutter),,Ja,Nej,Familiært sprog,Mand,45-54,Mand
390,50,2022-02-11 11:39:11,2022-02-11 11:42:32,anonymous,,Dansk,Nej,Nej,"Enhedskonvertering (valuta, vægt, osv.)",,Ja,Nej,Familiært sprog,Mand,45-54,Mand
391,50,2022-02-11 11:39:11,2022-02-11 11:42:32,anonymous,,Dansk,Nej,Nej,Matematiske beregninger,,Ja,Nej,Familiært sprog,Mand,45-54,Mand
392,50,2022-02-11 11:39:11,2022-02-11 11:42:32,anonymous,,Dansk,Nej,Nej,,,Ja,Nej,Familiært sprog,Mand,45-54,Mand
393,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
394,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,Informationssøgning på Wikipedia,søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
395,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
396,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,Sende emails,søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
397,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,Oplæse indkomne emails,søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
398,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
399,51,2022-02-11 11:55:22,2022-02-11 11:58:00,anonymous,,Dansk,Nej,Ja,To-do liste,søgning i youtube,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Kvinde
